Driver,method,flag_time_s
VER,conformal,7394.382
VER,conformal,7394.542
VER,conformal,7394.615
VER,conformal,7394.676
VER,conformal,7394.702
VER,conformal,7394.976
VER,conformal,7394.982
VER,conformal,7395.135
VER,conformal,7395.302
VER,conformal,7395.516
VER,conformal,7395.582
VER,conformal,7395.742
VER,conformal,7395.856
VER,conformal,7395.902
VER,conformal,7396.096
VER,conformal,7396.262
VER,conformal,7396.416
VER,conformal,7396.422
VER,conformal,7396.622
VER,conformal,7396.775
VER,conformal,7417.222
VER,conformal,7417.355
VER,conformal,7417.542
VER,conformal,7417.615
VER,conformal,7417.855
VER,conformal,7502.982
VER,conformal,7503.262
VER,conformal,7503.295
VER,conformal,7503.422
VER,conformal,7586.276
VER,conformal,7586.383
VER,conformal,7651.755
VER,conformal,7651.823
VER,conformal,7673.023
VER,conformal,7673.223
VER,conformal,7673.423
VER,conformal,7673.496
VER,conformal,7673.555
VER,conformal,7673.583
VER,conformal,7673.874
VER,conformal,7673.903
VER,conformal,7674.223
VER,conformal,7674.295
VER,conformal,7674.475
VER,conformal,7674.543
VER,conformal,7674.674
VER,conformal,7674.823
VER,conformal,7674.935
VER,conformal,7675.063
VER,conformal,7675.095
VER,conformal,7675.303
VER,conformal,7675.475
VER,conformal,7821.383
VER,conformal,7821.555
VER,conformal,7821.784
VER,conformal,7821.795
VER,conformal,7821.984
VER,conformal,7821.996
VER,conformal,7822.184
VER,conformal,7822.236
VER,conformal,7822.395
VER,conformal,7822.464
VER,conformal,7822.556
VER,conformal,7822.624
VER,conformal,7822.755
VER,conformal,7822.984
VER,conformal,7823.035
VER,conformal,7823.264
VER,conformal,7823.315
VER,conformal,7823.463
VER,conformal,7823.555
VER,conformal,7823.703
VER,conformal,7823.795
VER,conformal,7827.515
VER,conformal,7827.703
VER,conformal,7827.735
VER,conformal,7827.863
VER,conformal,7827.995
VER,conformal,7828.184
VER,conformal,7828.335
VER,conformal,7828.496
VER,conformal,7841.344
VER,conformal,7841.515
VER,conformal,7841.624
VER,conformal,7841.715
VER,conformal,7841.824
VER,conformal,7841.995
VER,conformal,7842.144
VER,conformal,7842.175
VER,conformal,7842.344
VER,conformal,7842.436
VER,conformal,7842.504
VER,conformal,7842.696
VER,conformal,7929.736
VER,conformal,7929.864
VER,conformal,7929.915
VER,conformal,7930.024
VER,conformal,7930.224
VER,conformal,7930.255
VER,conformal,7930.494
VER,conformal,7930.504
VER,conformal,7930.664
VER,conformal,7930.675
VER,conformal,7930.824
VER,conformal,7930.835
VER,conformal,7931.023
VER,conformal,7931.303
VER,conformal,7931.334
VER,conformal,7931.503
VER,conformal,7931.703
VER,conformal,7931.735
VER,conformal,8015.104
VER,conformal,8015.336
VER,conformal,8015.344
VER,conformal,8015.455
VER,conformal,8015.504
VER,conformal,8015.616
VER,conformal,8015.784
VER,conformal,8015.935
VER,conformal,8016.135
VER,conformal,8016.184
VER,conformal,8016.335
VER,conformal,8016.384
VER,conformal,8016.555
VER,conformal,8016.624
VER,conformal,8016.794
VER,conformal,8016.984
VER,conformal,8017.054
VER,conformal,8017.354
VER,conformal,8017.424
VER,conformal,8017.555
VER,conformal,8186.575
VER,conformal,8186.835
VER,conformal,8186.904
VER,conformal,8187.064
VER,conformal,8187.076
VER,conformal,8187.264
VER,conformal,8187.504
VER,conformal,8187.515
VER,conformal,8187.675
VER,conformal,8187.864
VER,conformal,8188.144
VER,conformal,8188.155
VER,conformal,8188.304
VER,conformal,8188.335
VER,conformal,8188.575
VER,conformal,8188.744
VER,conformal,8188.904
VER,conformal,8188.935
VER,conformal,8189.115
VER,conformal,8249.785
VER,conformal,8249.875
VER,conformal,8249.985
VER,conformal,8250.155
VER,conformal,8250.345
VER,conformal,8250.455
VER,conformal,8250.585
VER,conformal,8250.745
VER,conformal,8250.775
VER,conformal,8251.025
VER,conformal,8251.035
VER,conformal,8251.115
VER,conformal,8251.375
VER,conformal,8251.385
VER,conformal,8251.585
VER,conformal,8251.595
VER,conformal,8251.776
VER,conformal,8251.785
VER,conformal,8251.945
VER,conformal,8252.036
VER,conformal,8335.276
VER,conformal,8335.425
VER,conformal,8335.675
VER,conformal,8335.705
VER,conformal,8335.836
VER,conformal,8336.795
VER,conformal,8336.905
VER,conformal,8337.145
VER,conformal,8337.315
VER,conformal,8337.465
VER,conformal,8337.665
VER,conformal,8337.716
VER,conformal,8337.865
VER,conformal,8338.036
VER,conformal,8338.155
VER,conformal,8338.305
VER,conformal,8338.465
VER,conformal,8338.475
VER,conformal,8338.745
VER,conformal,8338.795
VER,conformal,8506.895
VER,conformal,8507.026
VER,conformal,8507.186
VER,conformal,8507.215
VER,conformal,8507.455
VER,conformal,8507.466
VER,conformal,8507.626
VER,conformal,8507.795
VER,conformal,8507.866
VER,conformal,8508.035
VER,conformal,8508.106
VER,conformal,8508.196
VER,conformal,8508.266
VER,conformal,8508.496
VER,conformal,8508.506
VER,conformal,8508.815
VER,conformal,8508.905
VER,conformal,8509.016
VER,conformal,8509.065
VER,conformal,8592.706
VER,conformal,8592.895
VER,conformal,8592.946
VER,conformal,8593.266
VER,conformal,8593.276
VER,conformal,8593.466
VER,conformal,8593.515
VER,conformal,8593.706
VER,conformal,8593.816
VER,conformal,8593.906
VER,conformal,8594.066
VER,conformal,8594.136
VER,conformal,8594.346
VER,conformal,8594.476
VER,conformal,8594.676
VER,conformal,8594.786
VER,conformal,8594.976
VER,conformal,8595.146
VER,conformal,8595.306
VER,conformal,8595.375
VER,conformal,8678.595
VER,conformal,8678.666
VER,conformal,8678.716
VER,conformal,8678.895
VER,conformal,8678.906
VER,conformal,8679.096
VER,conformal,8679.226
VER,conformal,8679.435
VER,conformal,8679.466
VER,conformal,8679.475
VER,conformal,8679.746
VER,conformal,8679.775
VER,conformal,8680.026
VER,conformal,8680.035
VER,conformal,8680.226
VER,conformal,8680.386
VER,conformal,8680.416
VER,conformal,8680.626
VER,conformal,8680.736
VER,conformal,8699.676
VER,conformal,8699.866
VER,conformal,8699.915
VER,conformal,8700.036
VER,conformal,8700.106
VER,conformal,8700.296
VER,conformal,8700.386
VER,conformal,8700.536
VER,conformal,8700.666
VER,conformal,8700.735
VER,conformal,8700.855
VER,conformal,8700.946
VER,conformal,8701.035
VER,conformal,8701.215
VER,conformal,8701.346
VER,conformal,8701.435
VER,conformal,8701.755
VER,conformal,8701.786
VER,conformal,8701.975
VER,conformal,8702.106
VER,conformal,8702.315
VER,conformal,8702.426
VER,conformal,8702.635
VER,conformal,8702.706
VER,conformal,8702.976
VER,conformal,8703.027
VER,conformal,8703.187
VER,conformal,8703.275
VER,conformal,8703.386
VER,conformal,8703.586
VER,conformal,8703.655
VER,conformal,8959.475
VER,conformal,8959.755
VER,conformal,8959.787
VER,conformal,8960.027
VER,conformal,8960.215
VER,conformal,9022.707
VER,conformal,9022.816
VER,conformal,9022.987
VER,conformal,9023.056
VER,conformal,9023.147
VER,conformal,9023.356
VER,conformal,9023.475
VER,conformal,9023.547
VER,conformal,9023.787
VER,conformal,9023.794
VER,conformal,9023.987
VER,conformal,9024.035
VER,conformal,9024.187
VER,conformal,9024.195
VER,conformal,9024.415
VER,conformal,9024.427
VER,conformal,9024.495
VER,conformal,9024.835
VER,conformal,9024.867
VER,conformal,9025.115
VER,conformal,9025.268
VER,conformal,9286.548
VER,conformal,9286.708
VER,conformal,9286.895
VER,conformal,9286.948
VER,conformal,9286.955
VER,conformal,9287.148
VER,conformal,9287.235
VER,conformal,9287.388
VER,conformal,9287.395
VER,conformal,9287.588
VER,conformal,9287.695
VER,conformal,9287.775
VER,conformal,9287.907
VER,conformal,9288.295
VER,conformal,9288.428
VER,conformal,9288.495
VER,conformal,9288.668
VER,baseline,7226.356
VER,baseline,7229.375
VER,baseline,7229.415
VER,baseline,7243.142
VER,baseline,7243.902
VER,baseline,7243.936
VER,baseline,7244.155
VER,baseline,7245.782
VER,baseline,7245.796
VER,baseline,7248.701
VER,baseline,7308.676
VER,baseline,7308.822
VER,baseline,7310.135
VER,baseline,7311.075
VER,baseline,7311.102
VER,baseline,7313.815
VER,baseline,7314.861
VER,baseline,7316.102
VER,baseline,7329.735
VER,baseline,7329.916
VER,baseline,7330.142
VER,baseline,7331.036
VER,baseline,7331.195
VER,baseline,7331.222
VER,baseline,7394.382
VER,baseline,7394.542
VER,baseline,7394.615
VER,baseline,7394.676
VER,baseline,7396.262
VER,baseline,7398.742
VER,baseline,7398.755
VER,baseline,7398.942
VER,baseline,7399.215
VER,baseline,7399.622
VER,baseline,7400.222
VER,baseline,7400.381
VER,baseline,7401.655
VER,baseline,7414.062
VER,baseline,7414.742
VER,baseline,7415.182
VER,baseline,7415.456
VER,baseline,7416.435
VER,baseline,7416.622
VER,baseline,7418.462
VER,baseline,7479.655
VER,baseline,7479.755
VER,baseline,7479.863
VER,baseline,7480.223
VER,baseline,7480.235
VER,baseline,7480.463
VER,baseline,7480.555
VER,baseline,7481.462
VER,baseline,7482.782
VER,baseline,7482.795
VER,baseline,7482.956
VER,baseline,7483.782
VER,baseline,7484.535
VER,baseline,7484.542
VER,baseline,7484.815
VER,baseline,7484.822
VER,baseline,7485.022
VER,baseline,7485.255
VER,baseline,7486.235
VER,baseline,7500.423
VER,baseline,7500.663
VER,baseline,7500.916
VER,baseline,7501.795
VER,baseline,7501.996
VER,baseline,7502.062
VER,baseline,7502.095
VER,baseline,7504.715
VER,baseline,7504.902
VER,baseline,7504.955
VER,baseline,7564.855
VER,baseline,7565.056
VER,baseline,7565.183
VER,baseline,7565.255
VER,baseline,7565.636
VER,baseline,7565.703
VER,baseline,7565.943
VER,baseline,7566.736
VER,baseline,7566.783
VER,baseline,7566.983
VER,baseline,7568.063
VER,baseline,7569.062
VER,baseline,7569.114
VER,baseline,7569.542
VER,baseline,7571.175
VER,baseline,7571.182
VER,baseline,7585.975
VER,baseline,7586.063
VER,baseline,7586.276
VER,baseline,7587.456
VER,baseline,7587.503
VER,baseline,7587.855
VER,baseline,7587.863
VER,baseline,7590.462
VER,baseline,7650.495
VER,baseline,7650.543
VER,baseline,7650.695
VER,baseline,7650.935
VER,baseline,7652.223
VER,baseline,7652.236
VER,baseline,7653.675
VER,baseline,7653.703
VER,baseline,7655.303
VER,baseline,7656.575
VER,baseline,7656.756
VER,baseline,7670.703
VER,baseline,7672.823
VER,baseline,7672.995
VER,baseline,7673.023
VER,baseline,7674.475
VER,baseline,7674.543
VER,baseline,7674.674
VER,baseline,7675.915
VER,baseline,7735.944
VER,baseline,7736.263
VER,baseline,7736.475
VER,baseline,7736.796
VER,baseline,7737.703
VER,baseline,7740.143
VER,baseline,7740.623
VER,baseline,7741.703
VER,baseline,7741.895
VER,baseline,7742.023
VER,baseline,7742.155
VER,baseline,7756.555
VER,baseline,7756.863
VER,baseline,7757.075
VER,baseline,7758.463
VER,baseline,7760.063
VER,baseline,7820.783
VER,baseline,7820.876
VER,baseline,7821.183
VER,baseline,7821.295
VER,baseline,7821.383
VER,baseline,7821.555
VER,baseline,7822.984
VER,baseline,7826.355
VER,baseline,7826.503
VER,baseline,7827.303
VER,baseline,7827.463
VER,baseline,7827.515
VER,baseline,7841.624
VER,baseline,7841.824
VER,baseline,7841.995
VER,baseline,7842.144
VER,baseline,7842.436
VER,baseline,7843.455
VER,baseline,7843.776
VER,baseline,7844.156
VER,baseline,7844.183
VER,baseline,7906.755
VER,baseline,7907.095
VER,baseline,7907.456
VER,baseline,7911.023
VER,baseline,7911.355
VER,baseline,7912.463
VER,baseline,7912.475
VER,baseline,7926.784
VER,baseline,7926.795
VER,baseline,7927.435
VER,baseline,7927.704
VER,baseline,7927.836
VER,baseline,7927.984
VER,baseline,7928.235
VER,baseline,7929.224
VER,baseline,7929.296
VER,baseline,7929.355
VER,baseline,7929.464
VER,baseline,7929.624
VER,baseline,7929.736
VER,baseline,7931.023
VER,baseline,7992.595
VER,baseline,7992.775
VER,baseline,7992.904
VER,baseline,7993.115
VER,baseline,7997.064
VER,baseline,7997.944
VER,baseline,7998.075
VER,baseline,7998.143
VER,baseline,7998.623
VER,baseline,7998.735
VER,baseline,8013.064
VER,baseline,8013.264
VER,baseline,8013.275
VER,baseline,8015.095
VER,baseline,8015.104
VER,baseline,8015.336
VER,baseline,8016.384
VER,baseline,8078.376
VER,baseline,8078.664
VER,baseline,8080.544
VER,baseline,8080.576
VER,baseline,8080.704
VER,baseline,8082.704
VER,baseline,8083.024
VER,baseline,8083.075
VER,baseline,8083.395
VER,baseline,8083.464
VER,baseline,8084.665
VER,baseline,8098.695
VER,baseline,8099.464
VER,baseline,8099.576
VER,baseline,8100.815
VER,baseline,8103.835
VER,baseline,8164.055
VER,baseline,8165.476
VER,baseline,8166.316
VER,baseline,8167.904
VER,baseline,8168.175
VER,baseline,8168.715
VER,baseline,8168.744
VER,baseline,8169.195
VER,baseline,8169.824
VER,baseline,8170.265
VER,baseline,8186.396
VER,baseline,8186.464
VER,baseline,8186.575
VER,baseline,8186.835
VER,baseline,8249.556
VER,baseline,8249.785
VER,baseline,8249.875
VER,baseline,8252.585
VER,baseline,8252.696
VER,baseline,8253.025
VER,baseline,8253.704
VER,baseline,8253.864
VER,baseline,8255.024
VER,baseline,8256.145
VER,baseline,8256.195
VER,baseline,8270.135
VER,baseline,8270.385
VER,baseline,8270.785
VER,baseline,8270.935
VER,baseline,8271.785
VER,baseline,8271.856
VER,baseline,8273.984
VER,baseline,8334.344
VER,baseline,8335.016
VER,baseline,8335.105
VER,baseline,8335.276
VER,baseline,8337.465
VER,baseline,8338.155
VER,baseline,8338.305
VER,baseline,8339.535
VER,baseline,8340.315
VER,baseline,8340.425
VER,baseline,8340.835
VER,baseline,8341.015
VER,baseline,8341.024
VER,baseline,8355.595
VER,baseline,8356.516
VER,baseline,8357.636
VER,baseline,8359.665
VER,baseline,8360.595
VER,baseline,8420.386
VER,baseline,8420.555
VER,baseline,8420.746
VER,baseline,8421.056
VER,baseline,8421.225
VER,baseline,8422.376
VER,baseline,8422.385
VER,baseline,8423.305
VER,baseline,8428.105
VER,baseline,8441.515
VER,baseline,8441.795
VER,baseline,8442.185
VER,baseline,8446.265
VER,baseline,8506.626
VER,baseline,8506.826
VER,baseline,8506.895
VER,baseline,8507.026
VER,baseline,8507.215
VER,baseline,8507.626
VER,baseline,8508.196
VER,baseline,8508.266
VER,baseline,8508.496
VER,baseline,8508.506
VER,baseline,8509.625
VER,baseline,8510.625
VER,baseline,8511.025
VER,baseline,8511.175
VER,baseline,8511.305
VER,baseline,8511.375
VER,baseline,8511.865
VER,baseline,8512.035
VER,baseline,8512.146
VER,baseline,8512.456
VER,baseline,8512.626
VER,baseline,8513.946
VER,baseline,8527.236
VER,baseline,8527.535
VER,baseline,8527.946
VER,baseline,8529.235
VER,baseline,8529.665
VER,baseline,8531.625
VER,baseline,8531.655
VER,baseline,8532.095
VER,baseline,8592.306
VER,baseline,8592.615
VER,baseline,8592.706
VER,baseline,8592.895
VER,baseline,8593.266
VER,baseline,8593.276
VER,baseline,8593.466
VER,baseline,8593.515
VER,baseline,8596.145
VER,baseline,8596.385
VER,baseline,8597.145
VER,baseline,8597.625
VER,baseline,8597.655
VER,baseline,8597.866
VER,baseline,8597.896
VER,baseline,8598.095
VER,baseline,8598.226
VER,baseline,8598.746
VER,baseline,8599.175
VER,baseline,8599.186
VER,baseline,8612.506
VER,baseline,8613.176
VER,baseline,8613.266
VER,baseline,8613.655
VER,baseline,8613.786
VER,baseline,8615.156
VER,baseline,8615.266
VER,baseline,8615.315
VER,baseline,8617.295
VER,baseline,8678.506
VER,baseline,8678.595
VER,baseline,8680.386
VER,baseline,8680.416
VER,baseline,8682.546
VER,baseline,8682.946
VER,baseline,8683.115
VER,baseline,8683.146
VER,baseline,8684.546
VER,baseline,8684.986
VER,baseline,8685.016
VER,baseline,8699.216
VER,baseline,8699.436
VER,baseline,8699.466
VER,baseline,8699.626
VER,baseline,8699.676
VER,baseline,8700.855
VER,baseline,8700.946
VER,baseline,8701.035
VER,baseline,8701.215
VER,baseline,8766.026
VER,baseline,8767.746
VER,baseline,8767.895
VER,baseline,8767.946
VER,baseline,8768.947
VER,baseline,8769.827
VER,baseline,8770.555
VER,baseline,8770.586
VER,baseline,8770.835
VER,baseline,8785.346
VER,baseline,8788.467
VER,baseline,8789.787
VER,baseline,8850.216
VER,baseline,8850.415
VER,baseline,8850.836
VER,baseline,8852.506
VER,baseline,8853.996
VER,baseline,8854.787
VER,baseline,8854.915
VER,baseline,8854.947
VER,baseline,8855.187
VER,baseline,8855.787
VER,baseline,8855.795
VER,baseline,8870.187
VER,baseline,8870.667
VER,baseline,8871.267
VER,baseline,8871.426
VER,baseline,8872.915
VER,baseline,8872.946
VER,baseline,8874.147
VER,baseline,8874.547
VER,baseline,8874.555
VER,baseline,8875.187
VER,baseline,8936.147
VER,baseline,8936.516
VER,baseline,8936.747
VER,baseline,8936.836
VER,baseline,8937.187
VER,baseline,8938.826
VER,baseline,8938.835
VER,baseline,8941.315
VER,baseline,8941.656
VER,baseline,8941.747
VER,baseline,8941.907
VER,baseline,8941.916
VER,baseline,8942.307
VER,baseline,8942.435
VER,baseline,8942.867
VER,baseline,8943.475
VER,baseline,8957.587
VER,baseline,8957.875
VER,baseline,8958.776
VER,baseline,8958.906
VER,baseline,8958.975
VER,baseline,8961.375
VER,baseline,8961.507
VER,baseline,8961.536
VER,baseline,9022.067
VER,baseline,9022.307
VER,baseline,9022.375
VER,baseline,9022.636
VER,baseline,9022.707
VER,baseline,9022.816
VER,baseline,9022.987
VER,baseline,9023.056
VER,baseline,9024.035
VER,baseline,9027.696
VER,baseline,9043.755
VER,baseline,9044.195
VER,baseline,9044.347
VER,baseline,9047.387
VER,baseline,9047.496
VER,baseline,9047.547
VER,baseline,9109.067
VER,baseline,9109.307
VER,baseline,9109.707
VER,baseline,9110.027
VER,baseline,9110.267
VER,baseline,9111.308
VER,baseline,9111.395
VER,baseline,9111.675
VER,baseline,9111.788
VER,baseline,9113.515
VER,baseline,9114.147
VER,baseline,9114.547
VER,baseline,9114.916
VER,baseline,9115.347
VER,baseline,9116.427
VER,baseline,9116.455
VER,baseline,9117.428
VER,baseline,9130.355
VER,baseline,9130.508
VER,baseline,9130.536
VER,baseline,9131.548
VER,baseline,9131.828
VER,baseline,9132.015
VER,baseline,9135.036
VER,baseline,9136.227
VER,baseline,9197.476
VER,baseline,9197.668
VER,baseline,9197.756
VER,baseline,9197.895
VER,baseline,9198.115
VER,baseline,9198.296
VER,baseline,9201.695
VER,baseline,9202.815
VER,baseline,9202.975
VER,baseline,9203.135
VER,baseline,9203.456
VER,baseline,9203.615
VER,baseline,9203.628
VER,baseline,9204.668
VER,baseline,9204.695
VER,baseline,9204.775
VER,baseline,9205.588
VER,baseline,9205.696
VER,baseline,9219.296
VER,baseline,9219.656
VER,baseline,9219.748
VER,baseline,9222.255
VER,baseline,9222.267
VER,baseline,9222.975
VER,baseline,9223.068
VER,baseline,9223.135
VER,baseline,9285.988
VER,baseline,9286.076
VER,baseline,9286.236
VER,baseline,9286.496
VER,baseline,9286.548
VER,baseline,9287.148
VER,baseline,9287.235
VER,baseline,9287.588
VER,baseline,9287.695
VER,baseline,9288.067
VER,baseline,9288.075
VER,baseline,9291.388
VER,baseline,9291.708
VER,baseline,9292.016
VER,baseline,9292.095
VER,baseline,9292.276
VER,baseline,9292.468
VER,baseline,9292.788
VER,baseline,9307.455
VER,baseline,9308.388
VER,baseline,9308.395
VER,baseline,9310.908
VER,baseline,9311.108
VER,baseline,9311.296
PER,conformal,7336.302
PER,conformal,7336.375
PER,conformal,7336.502
PER,conformal,7336.702
PER,conformal,7336.816
PER,conformal,7336.895
PER,conformal,7336.902
PER,conformal,7337.062
PER,conformal,7337.175
PER,conformal,7337.435
PER,conformal,7337.462
PER,conformal,7337.596
PER,conformal,7337.742
PER,conformal,7337.775
PER,conformal,7337.902
PER,conformal,7337.955
PER,conformal,7338.182
PER,conformal,7338.216
PER,conformal,7338.435
PER,conformal,7338.462
PER,conformal,7421.822
PER,conformal,7422.015
PER,conformal,7422.062
PER,conformal,7422.276
PER,conformal,7422.422
PER,conformal,7422.536
PER,conformal,7422.662
PER,conformal,7422.942
PER,conformal,7422.955
PER,conformal,7422.996
PER,conformal,7423.215
PER,conformal,7423.342
PER,conformal,7423.502
PER,conformal,7423.556
PER,conformal,7423.662
PER,conformal,7423.735
PER,conformal,7423.942
PER,conformal,7424.075
PER,conformal,7424.335
PER,conformal,7424.342
PER,conformal,7744.583
PER,conformal,7744.756
PER,conformal,7744.903
PER,conformal,7744.936
PER,conformal,7745.175
PER,conformal,7745.383
PER,conformal,7745.536
PER,conformal,7745.583
PER,conformal,7745.616
PER,conformal,7745.836
PER,conformal,7745.903
PER,conformal,7746.056
PER,conformal,7746.143
PER,conformal,7746.335
PER,conformal,7746.343
PER,conformal,7746.494
PER,conformal,7746.743
PER,conformal,7746.814
PER,conformal,7746.943
PER,conformal,7747.055
PER,conformal,7766.075
PER,conformal,7766.223
PER,conformal,7766.335
PER,conformal,7916.935
PER,conformal,7916.944
PER,conformal,7917.104
PER,conformal,7917.135
PER,conformal,7917.395
PER,conformal,7917.463
PER,conformal,7917.555
PER,conformal,7917.863
PER,conformal,7918.014
PER,conformal,8023.064
PER,conformal,8023.195
PER,conformal,8023.424
PER,conformal,8023.575
PER,conformal,8023.704
PER,conformal,8023.735
PER,conformal,8023.944
PER,conformal,8023.955
PER,conformal,8024.104
PER,conformal,8024.154
PER,conformal,8024.375
PER,conformal,8024.424
PER,conformal,8024.584
PER,conformal,8024.855
PER,conformal,8024.864
PER,conformal,8025.063
PER,conformal,8025.255
PER,conformal,8025.263
PER,conformal,8025.515
PER,conformal,8025.624
PER,conformal,8087.916
PER,conformal,8088.224
PER,conformal,8088.276
PER,conformal,8088.384
PER,conformal,8088.515
PER,conformal,8088.664
PER,conformal,8088.675
PER,conformal,8088.855
PER,conformal,8088.984
PER,conformal,8089.155
PER,conformal,8089.264
PER,conformal,8089.464
PER,conformal,8089.474
PER,conformal,8089.664
PER,conformal,8089.675
PER,conformal,8089.824
PER,conformal,8089.875
PER,conformal,8090.095
PER,conformal,8090.184
PER,conformal,8090.315
PER,conformal,8090.384
PER,conformal,8090.515
PER,conformal,8173.535
PER,conformal,8173.544
PER,conformal,8173.775
PER,conformal,8173.904
PER,conformal,8174.144
PER,conformal,8174.155
PER,conformal,8174.394
PER,conformal,8174.424
PER,conformal,8174.584
PER,conformal,8174.695
PER,conformal,8174.914
PER,conformal,8174.944
PER,conformal,8175.255
PER,conformal,8175.264
PER,conformal,8175.495
PER,conformal,8175.544
PER,conformal,8175.754
PER,conformal,8175.955
PER,conformal,8175.984
PER,conformal,8176.144
PER,conformal,8176.255
PER,conformal,8176.304
PER,conformal,8176.464
PER,conformal,8176.575
PER,conformal,8176.665
PER,conformal,8194.534
PER,conformal,8194.584
PER,conformal,8194.864
PER,conformal,8194.935
PER,conformal,8195.024
PER,conformal,8195.184
PER,conformal,8195.195
PER,conformal,8195.515
PER,conformal,8195.544
PER,conformal,8195.735
PER,conformal,8195.904
PER,conformal,8196.075
PER,conformal,8196.184
PER,conformal,8196.215
PER,conformal,8196.395
PER,conformal,8196.425
PER,conformal,8196.705
PER,conformal,8196.756
PER,conformal,8259.065
PER,conformal,8259.305
PER,conformal,8259.496
PER,conformal,8259.665
PER,conformal,8259.854
PER,conformal,8260.104
PER,conformal,8260.114
PER,conformal,8260.264
PER,conformal,8260.415
PER,conformal,8260.744
PER,conformal,8260.755
PER,conformal,8261.015
PER,conformal,8261.064
PER,conformal,8261.315
PER,conformal,8261.384
PER,conformal,8261.555
PER,conformal,8261.584
PER,conformal,8261.975
PER,conformal,8262.024
PER,conformal,8429.945
PER,conformal,8430.105
PER,conformal,8430.116
PER,conformal,8430.305
PER,conformal,8430.356
PER,conformal,8430.465
PER,conformal,8430.665
PER,conformal,8430.735
PER,conformal,8430.895
PER,conformal,8430.985
PER,conformal,8431.185
PER,conformal,8431.215
PER,conformal,8431.314
PER,conformal,8431.625
PER,conformal,8431.635
PER,conformal,8431.825
PER,conformal,8431.955
PER,conformal,8432.105
PER,conformal,8432.385
PER,conformal,8432.435
PER,conformal,8523.545
PER,conformal,8523.675
PER,conformal,8523.705
PER,conformal,8523.834
PER,conformal,8523.865
PER,conformal,8524.105
PER,conformal,8524.135
PER,conformal,8524.295
PER,conformal,8524.345
PER,conformal,8536.865
PER,conformal,8536.995
PER,conformal,8537.145
PER,conformal,8537.275
PER,conformal,8537.385
PER,conformal,8537.535
PER,conformal,8537.665
PER,conformal,8537.695
PER,conformal,8537.905
PER,conformal,8537.935
PER,conformal,8538.265
PER,conformal,8690.035
PER,conformal,8690.335
PER,conformal,8690.346
PER,conformal,8690.535
PER,conformal,8690.626
PER,conformal,8690.775
PER,conformal,8690.826
PER,conformal,8690.986
PER,conformal,8690.996
PER,conformal,8691.146
PER,conformal,8691.306
PER,conformal,8691.395
PER,conformal,8691.616
PER,conformal,8691.626
PER,conformal,8691.775
PER,conformal,8691.826
PER,conformal,8691.986
PER,conformal,8692.226
PER,conformal,8692.255
PER,conformal,8692.386
PER,conformal,8692.616
PER,conformal,8711.186
PER,conformal,8711.275
PER,conformal,8711.426
PER,conformal,8711.476
PER,conformal,8711.666
PER,conformal,8711.776
PER,conformal,8712.106
PER,conformal,8712.115
PER,conformal,8712.216
PER,conformal,8712.346
PER,conformal,8712.395
PER,conformal,8712.546
PER,conformal,8712.715
PER,conformal,8712.826
PER,conformal,8712.975
PER,conformal,8713.066
PER,conformal,8713.176
PER,conformal,8713.386
PER,conformal,8713.416
PER,conformal,8713.666
PER,conformal,8776.355
PER,conformal,8776.387
PER,conformal,8776.515
PER,conformal,8776.675
PER,conformal,8776.827
PER,conformal,8776.935
PER,conformal,8777.135
PER,conformal,8777.187
PER,conformal,8777.336
PER,conformal,8777.586
PER,conformal,8777.596
PER,conformal,8777.775
PER,conformal,8777.975
PER,conformal,8777.986
PER,conformal,8778.146
PER,conformal,8778.156
PER,conformal,8778.426
PER,conformal,8778.495
PER,conformal,8778.586
PER,conformal,8778.746
PER,conformal,8797.355
PER,conformal,8863.235
PER,conformal,8865.666
PER,conformal,8865.795
PER,conformal,8865.906
PER,conformal,8866.475
PER,conformal,8866.506
PER,conformal,8866.775
PER,conformal,8866.866
PER,conformal,8867.026
PER,conformal,8884.427
PER,conformal,8884.476
PER,conformal,8884.636
PER,conformal,8884.667
PER,conformal,8884.826
PER,conformal,8885.096
PER,conformal,8885.106
PER,conformal,8885.395
PER,conformal,8885.426
PER,conformal,8885.586
PER,conformal,8885.635
PER,conformal,8885.826
PER,conformal,8886.035
PER,conformal,8948.867
PER,conformal,8948.915
PER,conformal,8949.195
PER,conformal,8949.267
PER,conformal,8949.435
PER,conformal,8949.547
PER,conformal,8949.707
PER,conformal,8949.755
PER,conformal,8949.907
PER,conformal,8950.136
PER,conformal,8950.307
PER,conformal,8950.356
PER,conformal,8950.467
PER,conformal,8950.536
PER,conformal,8950.736
PER,conformal,8950.747
PER,conformal,8951.016
PER,conformal,8951.147
PER,conformal,8951.307
PER,conformal,8951.335
PER,conformal,8951.575
PER,conformal,8951.627
PER,conformal,9035.387
PER,conformal,9035.435
PER,conformal,9035.547
PER,conformal,9035.656
PER,conformal,9035.747
PER,conformal,9035.896
PER,conformal,9036.067
PER,conformal,9036.116
PER,conformal,9036.227
PER,conformal,9036.396
PER,conformal,9036.547
PER,conformal,9036.595
PER,conformal,9036.787
PER,conformal,9036.874
PER,conformal,9036.947
PER,conformal,9037.175
PER,conformal,9037.187
PER,conformal,9037.347
PER,conformal,9037.355
PER,conformal,9037.615
PER,conformal,9207.376
PER,conformal,9207.707
PER,conformal,9207.716
PER,conformal,9207.867
