Driver,method,flag_time_s
PIA,conformal,7787.863
PIA,conformal,7787.995
PIA,conformal,7788.023
PIA,conformal,7788.183
PIA,conformal,7788.235
PIA,conformal,7788.503
PIA,conformal,7788.655
PIA,conformal,7788.824
PIA,conformal,7788.935
PIA,conformal,7789.144
PIA,conformal,7789.375
PIA,conformal,7789.504
PIA,conformal,7789.655
PIA,conformal,7789.704
PIA,conformal,7789.863
PIA,conformal,7789.955
PIA,conformal,7874.015
PIA,conformal,7874.335
PIA,conformal,7874.384
PIA,conformal,7874.496
PIA,conformal,7874.584
PIA,conformal,7874.776
PIA,conformal,7874.935
PIA,conformal,7874.984
PIA,conformal,7875.155
PIA,conformal,7875.264
PIA,conformal,7875.395
PIA,conformal,7875.455
PIA,conformal,7875.624
PIA,conformal,7875.735
PIA,conformal,7875.995
PIA,conformal,7876.024
PIA,conformal,7876.255
PIA,conformal,7876.344
PIA,conformal,7876.516
PIA,conformal,7876.544
PIA,conformal,7939.575
PIA,conformal,7939.703
PIA,conformal,7939.775
PIA,conformal,7939.944
PIA,conformal,7939.995
PIA,conformal,7940.264
PIA,conformal,7940.275
PIA,conformal,7940.455
PIA,conformal,7940.464
PIA,conformal,7940.555
PIA,conformal,7940.704
PIA,conformal,7940.815
PIA,conformal,7940.904
PIA,conformal,7941.104
PIA,conformal,7941.115
PIA,conformal,7941.344
PIA,conformal,7941.516
PIA,conformal,7941.544
PIA,conformal,7941.655
PIA,conformal,7941.904
PIA,conformal,8025.735
PIA,conformal,8025.824
PIA,conformal,8025.836
PIA,conformal,8025.984
PIA,conformal,8026.055
PIA,conformal,8026.224
PIA,conformal,8026.376
PIA,conformal,8026.544
PIA,conformal,8026.735
PIA,conformal,8026.864
PIA,conformal,8026.976
PIA,conformal,8027.064
PIA,conformal,8027.276
PIA,conformal,8027.424
PIA,conformal,8027.624
PIA,conformal,8027.635
PIA,conformal,8027.816
PIA,conformal,8027.984
PIA,conformal,8028.036
PIA,conformal,8028.415
PIA,conformal,8047.316
PIA,conformal,8047.384
PIA,conformal,8047.475
PIA,conformal,8047.656
PIA,conformal,8047.824
PIA,conformal,8047.976
PIA,conformal,8048.064
PIA,conformal,8048.115
PIA,conformal,8048.416
PIA,conformal,8048.424
PIA,conformal,8048.704
PIA,conformal,8048.836
PIA,conformal,8049.064
PIA,conformal,8049.075
PIA,conformal,8049.235
PIA,conformal,8049.264
PIA,conformal,8049.434
PIA,conformal,8049.544
PIA,conformal,8049.784
PIA,conformal,8049.895
PIA,conformal,8112.185
PIA,conformal,8112.535
PIA,conformal,8112.544
PIA,conformal,8112.716
PIA,conformal,8112.824
PIA,conformal,8113.016
PIA,conformal,8113.184
PIA,conformal,8113.236
PIA,conformal,8113.435
PIA,conformal,8113.544
PIA,conformal,8113.704
PIA,conformal,8113.716
PIA,conformal,8113.944
PIA,conformal,8113.975
PIA,conformal,8114.264
PIA,conformal,8114.435
PIA,conformal,8114.656
PIA,conformal,8114.664
PIA,conformal,8114.904
PIA,conformal,8115.034
PIA,conformal,8115.255
PIA,conformal,8133.636
PIA,conformal,8133.664
PIA,conformal,8133.864
PIA,conformal,8133.896
PIA,conformal,8134.024
PIA,conformal,8134.156
PIA,conformal,8134.196
PIA,conformal,8134.224
PIA,conformal,8134.416
PIA,conformal,8134.464
PIA,conformal,8134.664
PIA,conformal,8134.695
PIA,conformal,8134.975
PIA,conformal,8134.984
PIA,conformal,8135.135
PIA,conformal,8135.235
PIA,conformal,8135.264
PIA,conformal,8135.454
PIA,conformal,8135.544
PIA,conformal,8135.775
PIA,conformal,8135.824
PIA,conformal,8135.935
PIA,conformal,8136.095
PIA,conformal,8136.104
PIA,conformal,8136.424
PIA,conformal,8136.455
PIA,conformal,8136.755
PIA,conformal,8220.094
PIA,conformal,8220.455
PIA,conformal,8220.464
PIA,conformal,8220.614
PIA,conformal,8220.704
PIA,conformal,8220.815
PIA,conformal,8220.864
PIA,conformal,8221.015
PIA,conformal,8221.064
PIA,conformal,8221.255
PIA,conformal,8221.424
PIA,conformal,8221.435
PIA,conformal,8221.584
PIA,conformal,8221.615
PIA,conformal,8221.864
PIA,conformal,8221.935
PIA,conformal,8222.184
PIA,conformal,8222.316
PIA,conformal,8222.475
PIA,conformal,8222.544
PIA,conformal,8222.655
PIA,conformal,8222.785
PIA,conformal,8222.876
PIA,conformal,8223.065
PIA,conformal,8223.075
PIA,conformal,8223.305
PIA,conformal,8223.396
PIA,conformal,8223.625
PIA,conformal,8286.265
PIA,conformal,8286.425
PIA,conformal,8286.494
PIA,conformal,8286.715
PIA,conformal,8286.745
PIA,conformal,8286.944
PIA,conformal,8287.015
PIA,conformal,8287.184
PIA,conformal,8287.415
PIA,conformal,8287.424
PIA,conformal,8287.575
PIA,conformal,8287.735
PIA,conformal,8287.744
PIA,conformal,8287.975
PIA,conformal,8287.984
PIA,conformal,8288.155
PIA,conformal,8288.375
PIA,conformal,8288.424
PIA,conformal,8288.595
PIA,conformal,8288.665
PIA,conformal,8307.544
PIA,conformal,8307.784
PIA,conformal,8373.305
PIA,conformal,8373.535
PIA,conformal,8373.545
PIA,conformal,8373.755
PIA,conformal,8373.975
PIA,conformal,8374.026
PIA,conformal,8374.155
PIA,conformal,8374.335
PIA,conformal,8374.345
PIA,conformal,8374.575
PIA,conformal,8374.585
PIA,conformal,8374.745
PIA,conformal,8374.795
PIA,conformal,8375.185
PIA,conformal,8375.195
PIA,conformal,8375.465
PIA,conformal,8375.556
PIA,conformal,8375.755
PIA,conformal,8375.865
PIA,conformal,8375.935
PIA,conformal,8376.105
PIA,conformal,8380.425
PIA,conformal,8380.456
PIA,conformal,8380.615
PIA,conformal,8380.626
PIA,conformal,8380.915
PIA,conformal,8380.945
PIA,conformal,8381.105
PIA,conformal,8381.345
PIA,conformal,8381.395
PIA,conformal,8394.146
PIA,conformal,8394.306
PIA,conformal,8394.415
PIA,conformal,8394.585
PIA,conformal,8394.596
PIA,conformal,8394.745
PIA,conformal,8394.856
PIA,conformal,8395.065
PIA,conformal,8395.216
PIA,conformal,8395.305
PIA,conformal,8395.496
PIA,conformal,8395.585
PIA,conformal,8395.865
PIA,conformal,8395.976
PIA,conformal,8396.155
PIA,conformal,8396.715
PIA,conformal,8396.745
PIA,conformal,8396.945
PIA,conformal,8397.096
PIA,conformal,8397.145
PIA,conformal,8397.345
PIA,conformal,8397.535
PIA,conformal,8397.705
PIA,conformal,8397.895
PIA,conformal,8398.105
PIA,conformal,8398.135
PIA,conformal,8398.335
PIA,conformal,8398.515
PIA,conformal,8398.545
PIA,conformal,8398.825
PIA,conformal,8398.955
PIA,conformal,8399.105
PIA,conformal,8399.305
PIA,conformal,8399.355
PIA,conformal,8399.585
PIA,conformal,8399.635
PIA,conformal,8399.745
PIA,conformal,8399.855
PIA,conformal,8399.905
PIA,conformal,8400.115
PIA,conformal,8400.145
PIA,conformal,8400.395
PIA,conformal,8402.825
PIA,conformal,8668.786
PIA,conformal,8668.875
PIA,conformal,8669.095
PIA,conformal,8669.266
PIA,conformal,8669.335
PIA,conformal,8669.506
PIA,conformal,8669.535
PIA,conformal,8669.736
PIA,conformal,8669.825
PIA,conformal,8669.955
PIA,conformal,8670.066
PIA,conformal,8670.235
PIA,conformal,8670.466
PIA,conformal,8670.655
PIA,conformal,8670.896
PIA,conformal,8670.906
PIA,conformal,8671.116
PIA,conformal,8671.295
PIA,conformal,8671.306
PIA,conformal,8671.546
PIA,conformal,8671.676
PIA,conformal,8671.706
PIA,conformal,8689.266
PIA,conformal,8689.466
PIA,conformal,8689.555
PIA,conformal,8689.706
PIA,conformal,8689.715
PIA,conformal,8689.855
PIA,conformal,8689.867
PIA,conformal,8690.026
PIA,conformal,8690.035
PIA,conformal,8690.335
PIA,conformal,8690.346
PIA,conformal,8690.535
PIA,conformal,8690.626
PIA,conformal,8690.775
PIA,conformal,8690.826
PIA,conformal,8690.986
PIA,conformal,8690.996
PIA,conformal,8691.146
PIA,conformal,8691.306
PIA,conformal,8691.395
PIA,conformal,8691.616
PIA,conformal,8691.626
PIA,conformal,8691.775
PIA,conformal,8691.826
PIA,conformal,8753.675
PIA,conformal,8753.746
PIA,conformal,8753.935
PIA,conformal,8754.066
PIA,conformal,8754.155
PIA,conformal,8754.335
PIA,conformal,8754.426
PIA,conformal,8754.595
PIA,conformal,8754.666
PIA,conformal,8754.735
PIA,conformal,8754.986
PIA,conformal,8754.995
PIA,conformal,8755.196
PIA,conformal,8755.226
PIA,conformal,8755.386
PIA,conformal,8755.535
PIA,conformal,8755.675
PIA,conformal,8755.747
PIA,conformal,8755.915
PIA,conformal,8755.987
PIA,conformal,8756.095
PIA,conformal,8756.307
PIA,conformal,8775.307
PIA,conformal,8839.435
PIA,conformal,8839.506
PIA,conformal,8839.655
PIA,conformal,8839.826
PIA,conformal,8839.855
PIA,conformal,8840.075
PIA,conformal,8840.106
PIA,conformal,8840.235
PIA,conformal,8840.466
PIA,conformal,8840.515
PIA,conformal,8841.267
PIA,conformal,8841.335
PIA,conformal,8845.786
PIA,conformal,8845.946
PIA,conformal,8845.975
PIA,conformal,8845.995
PIA,conformal,8846.186
PIA,conformal,8846.375
PIA,conformal,8846.586
PIA,conformal,8846.755
PIA,conformal,8846.935
PIA,conformal,8846.986
PIA,conformal,8847.115
PIA,conformal,8860.306
PIA,conformal,8860.515
PIA,conformal,8860.626
PIA,conformal,8860.755
PIA,conformal,8860.907
PIA,conformal,8861.115
PIA,conformal,8861.195
PIA,conformal,8861.267
PIA,conformal,8862.415
PIA,conformal,8862.547
PIA,conformal,8862.776
PIA,conformal,8862.867
PIA,conformal,8863.036
PIA,conformal,8863.147
PIA,conformal,8863.235
PIA,conformal,8863.467
PIA,conformal,8863.516
PIA,conformal,8863.755
PIA,conformal,8863.827
PIA,conformal,8864.015
PIA,conformal,8864.067
PIA,conformal,8864.196
PIA,conformal,8864.267
PIA,conformal,8864.456
PIA,conformal,8864.586
PIA,conformal,8864.736
PIA,conformal,8864.866
PIA,conformal,8865.076
PIA,conformal,8946.427
PIA,conformal,8946.575
PIA,conformal,8946.747
PIA,conformal,8946.775
PIA,conformal,8946.907
PIA,conformal,8947.175
PIA,conformal,8947.187
PIA,conformal,8947.347
PIA,conformal,8947.455
PIA,conformal,8947.587
PIA,conformal,8947.616
PIA,conformal,8947.835
PIA,conformal,8947.907
PIA,conformal,8948.015
PIA,conformal,8948.236
PIA,conformal,8948.267
PIA,conformal,8948.436
PIA,conformal,8948.627
PIA,conformal,8948.695
PIA,conformal,8948.867
PIA,conformal,8949.707
PIA,conformal,8949.755
PIA,conformal,8949.907
PIA,conformal,8950.136
PIA,conformal,8950.307
PIA,conformal,8950.356
PIA,conformal,8950.467
PIA,conformal,8950.536
PIA,conformal,8950.736
PIA,conformal,8950.747
PIA,conformal,8951.016
PIA,conformal,8951.147
PIA,conformal,8951.307
PIA,conformal,8951.335
PIA,conformal,8951.575
PIA,conformal,8960.587
PIA,conformal,8960.736
PIA,conformal,8960.915
PIA,conformal,8960.987
PIA,conformal,8961.195
PIA,conformal,8961.347
PIA,conformal,9010.875
PIA,conformal,9010.947
PIA,conformal,9011.215
PIA,conformal,9011.227
PIA,conformal,9011.315
PIA,conformal,9011.427
PIA,conformal,9011.576
PIA,conformal,9014.187
PIA,conformal,9014.195
PIA,conformal,9014.427
PIA,conformal,9014.435
PIA,conformal,9014.616
PIA,conformal,9014.627
PIA,conformal,9014.936
PIA,conformal,9014.947
PIA,conformal,9015.156
PIA,conformal,9015.256
PIA,conformal,9015.347
PIA,conformal,9015.536
PIA,conformal,9015.747
PIA,conformal,9015.956
PIA,conformal,9016.147
PIA,conformal,9016.387
PIA,conformal,9016.396
PIA,conformal,9016.636
PIA,conformal,9016.747
PIA,conformal,9016.875
PIA,conformal,9017.987
PIA,conformal,9018.015
PIA,conformal,9018.295
PIA,conformal,9018.427
PIA,conformal,9018.635
PIA,conformal,9031.787
PIA,conformal,9031.915
PIA,conformal,9032.028
PIA,conformal,9032.228
PIA,conformal,9032.256
PIA,conformal,9032.468
PIA,conformal,9032.635
PIA,conformal,9032.667
PIA,conformal,9032.867
PIA,conformal,9032.935
PIA,conformal,9033.067
PIA,conformal,9033.136
PIA,conformal,9033.356
PIA,conformal,9033.507
PIA,conformal,9033.735
PIA,conformal,9033.747
PIA,conformal,9033.976
PIA,conformal,9034.147
PIA,conformal,9034.216
PIA,conformal,9034.387
PIA,conformal,9034.476
PIA,conformal,9034.667
PIA,conformal,9034.716
PIA,conformal,9034.867
PIA,conformal,9034.915
PIA,conformal,9035.107
PIA,conformal,9035.195
PIA,conformal,9035.387
PIA,conformal,9035.435
PIA,conformal,9102.427
PIA,conformal,9102.434
PIA,conformal,9102.535
PIA,conformal,9103.375
PIA,conformal,9103.507
PIA,conformal,9103.675
PIA,conformal,9103.747
PIA,conformal,9104.027
PIA,conformal,9104.136
PIA,conformal,9104.268
PIA,conformal,9104.495
PIA,conformal,9104.508
PIA,conformal,9104.708
PIA,conformal,9104.815
PIA,conformal,9104.948
PIA,conformal,9105.115
PIA,conformal,9118.108
PIA,conformal,9118.276
PIA,conformal,9118.428
PIA,conformal,9118.455
PIA,conformal,9118.675
PIA,conformal,9118.876
PIA,conformal,9118.908
PIA,conformal,9119.096
PIA,conformal,9119.308
PIA,conformal,9204.188
PIA,conformal,9204.395
PIA,conformal,9204.468
PIA,conformal,9204.668
PIA,conformal,9204.695
PIA,conformal,9204.775
PIA,conformal,9204.828
PIA,conformal,9205.076
PIA,conformal,9205.108
PIA,conformal,9205.348
PIA,conformal,9205.356
PIA,conformal,9205.588
PIA,conformal,9205.696
PIA,conformal,9205.828
PIA,conformal,9205.936
PIA,conformal,9206.115
PIA,conformal,9206.148
PIA,conformal,9206.516
PIA,conformal,9206.548
PIA,conformal,9206.788
PIA,conformal,9206.988
PIA,conformal,9290.735
PIA,conformal,9290.788
PIA,conformal,9290.948
PIA,conformal,9290.995
PIA,conformal,9291.108
PIA,conformal,9291.176
PIA,conformal,9291.376
PIA,conformal,9291.388
PIA,conformal,9291.535
PIA,conformal,9291.708
PIA,conformal,9291.835
PIA,conformal,9291.868
PIA,conformal,9292.016
PIA,conformal,9292.068
PIA,conformal,9292.095
PIA,conformal,9292.276
PIA,conformal,9292.468
PIA,conformal,9292.556
PIA,conformal,9292.788
PIA,conformal,9292.876
PIA,conformal,9305.908
PIA,conformal,9306.136
PIA,conformal,9306.148
PIA,conformal,9306.256
PIA,conformal,9306.348
PIA,conformal,9306.455
PIA,conformal,9306.588
PIA,conformal,9306.775
PIA,conformal,9306.828
PIA,conformal,9307.108
PIA,conformal,9307.195
PIA,conformal,9307.275
PIA,conformal,9307.455
PIA,conformal,9307.468
PIA,conformal,9320.268
PIA,conformal,9320.428
PIA,conformal,9320.495
PIA,conformal,9320.708
PIA,conformal,9320.775
PIA,conformal,9356.148
PIA,conformal,9356.255
PIA,conformal,9356.388
PIA,conformal,9356.548
PIA,conformal,9356.575
PIA,conformal,9356.868
PIA,conformal,9356.915
PIA,conformal,9357.135
PIA,conformal,9357.148
PIA,conformal,9357.348
PIA,conformal,9357.508
PIA,conformal,9357.576
PIA,conformal,9357.756
PIA,conformal,9357.828
PIA,conformal,9358.056
PIA,conformal,9358.148
PIA,conformal,9358.295
PIA,conformal,9358.476
PIA,conformal,9358.548
PIA,conformal,9358.676
PIA,conformal,9358.788
PIA,conformal,9361.828
PIA,conformal,9361.856
PIA,conformal,9362.015
PIA,conformal,9362.148
PIA,conformal,9362.295
PIA,conformal,9362.708
PIA,conformal,9362.976
PIA,conformal,9376.896
PIA,conformal,9376.908
PIA,conformal,9377.055
PIA,conformal,9377.188
PIA,conformal,9377.295
PIA,conformal,9377.548
PIA,conformal,9377.748
PIA,conformal,9377.776
PIA,conformal,9377.908
PIA,conformal,9378.155
PIA,conformal,9378.256
PIA,conformal,9378.428
PIA,conformal,9378.596
PIA,conformal,9378.708
PIA,conformal,9378.935
PIA,conformal,9378.948
PIA,conformal,9379.148
PIA,conformal,9379.234
PIA,conformal,9379.428
PIA,conformal,9379.455
PIA,conformal,9444.655
PIA,conformal,9444.668
PIA,conformal,9444.834
PIA,conformal,9444.908
PIA,conformal,9445.148
PIA,conformal,9445.155
PIA,conformal,9445.335
PIA,conformal,9445.428
PIA,conformal,9445.748
PIA,conformal,9445.795
PIA,conformal,9445.915
PIA,conformal,9446.175
PIA,conformal,9446.188
PIA,conformal,9446.429
PIA,conformal,9446.475
PIA,conformal,9446.675
PIA,conformal,9446.789
PIA,conformal,9446.895
PIA,conformal,9447.076
PIA,conformal,9447.149
PIA,conformal,9447.309
PIA,conformal,9447.376
PIA,conformal,9447.469
PIA,conformal,9449.189
PIA,conformal,9449.216
PIA,conformal,9449.348
PIA,conformal,9449.415
PIA,conformal,9449.628
PIA,conformal,9449.896
PIA,conformal,9449.995
PIA,conformal,9450.028
PIA,conformal,9450.228
PIA,conformal,9450.296
PIA,conformal,9450.468
PIA,conformal,9450.668
PIA,conformal,9451.668
PIA,conformal,9451.855
PIA,conformal,9451.868
PIA,conformal,9452.035
PIA,conformal,9452.108
PIA,conformal,9452.335
PIA,conformal,9452.388
PIA,conformal,9452.555
PIA,conformal,9452.789
PIA,conformal,9452.795
PIA,conformal,9452.915
PIA,conformal,9452.989
PIA,conformal,9453.189
PIA,conformal,9453.336
PIA,conformal,9453.509
PIA,conformal,9453.616
PIA,conformal,9453.749
PIA,conformal,9453.909
PIA,conformal,9454.075
PIA,conformal,9454.109
PIA,conformal,9454.349
PIA,conformal,9454.436
PIA,conformal,9454.589
PIA,conformal,9456.736
PIA,conformal,9473.509
PIA,conformal,9473.515
PIA,conformal,9473.709
PIA,conformal,9473.915
PIA,conformal,9473.989
PIA,conformal,9474.189
PIA,conformal,9474.355
PIA,conformal,9474.429
PIA,conformal,9474.516
PIA,conformal,9474.709
PIA,conformal,9474.735
PIA,conformal,9474.869
PIA,conformal,9474.975
PIA,conformal,9475.109
PIA,conformal,9475.196
PIA,conformal,9475.309
PIA,conformal,9475.336
PIA,conformal,9475.469
PIA,conformal,9475.595
PIA,conformal,9475.709
PIA,conformal,9475.869
PIA,conformal,9476.308
PIA,conformal,9476.536
PIA,conformal,9476.628
PIA,conformal,9476.836
PIA,conformal,9476.948
PIA,conformal,9477.148
PIA,conformal,9477.276
PIA,conformal,9477.336
PIA,conformal,9477.468
PIA,conformal,9477.675
PIA,conformal,9477.828
PIA,conformal,9477.855
PIA,conformal,9478.195
PIA,conformal,9478.268
PIA,conformal,9478.335
PIA,conformal,9478.508
PIA,conformal,9478.675
PIA,conformal,9478.908
PIA,conformal,9479.015
PIA,conformal,9479.176
PIA,conformal,9479.309
PIA,conformal,9479.456
PIA,conformal,9489.309
PIA,conformal,9489.415
PIA,conformal,9489.616
PIA,conformal,9489.629
PIA,conformal,9489.868
PIA,conformal,9489.995
PIA,conformal,9490.228
PIA,conformal,9490.376
PIA,conformal,9490.428
PIA,conformal,9490.535
PIA,conformal,9490.588
PIA,conformal,9490.788
PIA,conformal,9490.814
PIA,conformal,9490.988
PIA,conformal,9491.094
PIA,conformal,9491.148
PIA,conformal,9491.275
PIA,conformal,9491.468
PIA,baseline,7098.821
PIA,baseline,7099.461
PIA,baseline,7111.015
PIA,baseline,7160.501
PIA,baseline,7160.874
PIA,baseline,7161.975
PIA,baseline,7162.021
PIA,baseline,7162.315
PIA,baseline,7162.494
PIA,baseline,7162.621
PIA,baseline,7163.435
PIA,baseline,7163.636
PIA,baseline,7164.156
PIA,baseline,7164.996
PIA,baseline,7165.796
PIA,baseline,7165.861
PIA,baseline,7165.955
PIA,baseline,7166.515
PIA,baseline,7167.075
PIA,baseline,7167.855
PIA,baseline,7168.075
PIA,baseline,7181.935
PIA,baseline,7185.861
PIA,baseline,7246.821
PIA,baseline,7247.141
PIA,baseline,7247.895
PIA,baseline,7248.861
PIA,baseline,7249.096
PIA,baseline,7251.062
PIA,baseline,7251.675
PIA,baseline,7251.702
PIA,baseline,7251.862
PIA,baseline,7251.896
PIA,baseline,7252.275
PIA,baseline,7252.302
PIA,baseline,7252.581
PIA,baseline,7252.595
PIA,baseline,7252.776
PIA,baseline,7253.301
PIA,baseline,7253.461
PIA,baseline,7267.981
PIA,baseline,7269.342
PIA,baseline,7269.835
PIA,baseline,7269.855
PIA,baseline,7272.016
PIA,baseline,7272.062
PIA,baseline,7272.236
PIA,baseline,7281.621
PIA,baseline,7284.062
PIA,baseline,7332.862
PIA,baseline,7332.874
PIA,baseline,7333.055
PIA,baseline,7333.395
PIA,baseline,7335.015
PIA,baseline,7337.462
PIA,baseline,7337.742
PIA,baseline,7337.775
PIA,baseline,7338.655
PIA,baseline,7338.854
PIA,baseline,7339.622
PIA,baseline,7340.421
PIA,baseline,7340.455
PIA,baseline,7353.501
PIA,baseline,7353.576
PIA,baseline,7353.856
PIA,baseline,7354.116
PIA,baseline,7355.542
PIA,baseline,7355.556
PIA,baseline,7357.676
PIA,baseline,7357.702
PIA,baseline,7370.622
PIA,baseline,7370.796
PIA,baseline,7419.302
PIA,baseline,7419.575
PIA,baseline,7419.622
PIA,baseline,7419.755
PIA,baseline,7419.862
PIA,baseline,7419.935
PIA,baseline,7420.062
PIA,baseline,7420.215
PIA,baseline,7421.175
PIA,baseline,7422.942
PIA,baseline,7422.955
PIA,baseline,7423.215
PIA,baseline,7423.342
PIA,baseline,7424.502
PIA,baseline,7424.515
PIA,baseline,7425.335
PIA,baseline,7425.342
PIA,baseline,7425.575
PIA,baseline,7425.582
PIA,baseline,7443.902
PIA,baseline,7456.914
PIA,baseline,7506.383
PIA,baseline,7507.743
PIA,baseline,7508.062
PIA,baseline,7508.075
PIA,baseline,7508.236
PIA,baseline,7509.062
PIA,baseline,7509.316
PIA,baseline,7509.502
PIA,baseline,7510.222
PIA,baseline,7510.294
PIA,baseline,7510.462
PIA,baseline,7510.615
PIA,baseline,7510.742
PIA,baseline,7511.662
PIA,baseline,7511.795
PIA,baseline,7512.703
PIA,baseline,7526.023
PIA,baseline,7526.183
PIA,baseline,7526.416
PIA,baseline,7526.423
PIA,baseline,7527.155
PIA,baseline,7527.343
PIA,baseline,7527.503
PIA,baseline,7527.596
PIA,baseline,7528.136
PIA,baseline,7530.502
PIA,baseline,7530.835
PIA,baseline,7530.942
PIA,baseline,7592.823
PIA,baseline,7593.503
PIA,baseline,7594.776
PIA,baseline,7594.863
PIA,baseline,7596.515
PIA,baseline,7596.662
PIA,baseline,7597.222
PIA,baseline,7597.395
PIA,baseline,7597.422
PIA,baseline,7597.622
PIA,baseline,7597.655
PIA,baseline,7597.782
PIA,baseline,7597.976
PIA,baseline,7597.983
PIA,baseline,7598.135
PIA,baseline,7598.183
PIA,baseline,7598.455
PIA,baseline,7598.775
PIA,baseline,7598.783
PIA,baseline,7599.055
PIA,baseline,7613.415
PIA,baseline,7613.543
PIA,baseline,7613.783
PIA,baseline,7613.796
PIA,baseline,7617.342
PIA,baseline,7617.703
PIA,baseline,7617.943
PIA,baseline,7618.656
PIA,baseline,7618.863
PIA,baseline,7628.263
PIA,baseline,7630.703
PIA,baseline,7679.503
PIA,baseline,7679.595
PIA,baseline,7679.875
PIA,baseline,7681.423
PIA,baseline,7681.475
PIA,baseline,7681.655
PIA,baseline,7681.915
PIA,baseline,7681.943
PIA,baseline,7682.775
PIA,baseline,7682.782
PIA,baseline,7683.102
PIA,baseline,7683.156
PIA,baseline,7683.355
PIA,baseline,7683.383
PIA,baseline,7685.223
PIA,baseline,7685.376
PIA,baseline,7685.423
PIA,baseline,7685.583
PIA,baseline,7685.815
PIA,baseline,7686.335
PIA,baseline,7701.155
PIA,baseline,7704.063
PIA,baseline,7705.296
PIA,baseline,7714.823
PIA,baseline,7766.063
PIA,baseline,7766.075
PIA,baseline,7766.223
PIA,baseline,7766.335
PIA,baseline,7766.543
PIA,baseline,7766.654
PIA,baseline,7766.983
PIA,baseline,7769.184
PIA,baseline,7769.215
PIA,baseline,7769.943
PIA,baseline,7769.976
PIA,baseline,7770.143
PIA,baseline,7770.903
PIA,baseline,7771.503
PIA,baseline,7771.976
PIA,baseline,7772.063
PIA,baseline,7772.415
PIA,baseline,7772.975
PIA,baseline,7773.183
PIA,baseline,7786.863
PIA,baseline,7787.295
PIA,baseline,7787.303
PIA,baseline,7787.695
PIA,baseline,7787.995
PIA,baseline,7790.575
PIA,baseline,7790.863
PIA,baseline,7791.175
PIA,baseline,7792.023
PIA,baseline,7803.915
PIA,baseline,7856.115
PIA,baseline,7856.344
PIA,baseline,7857.515
PIA,baseline,7857.543
PIA,baseline,7857.903
PIA,baseline,7858.223
PIA,baseline,7858.503
PIA,baseline,7858.775
PIA,baseline,7858.783
PIA,baseline,7858.934
PIA,baseline,7859.543
PIA,baseline,7859.635
PIA,baseline,7860.135
PIA,baseline,7873.503
PIA,baseline,7873.676
PIA,baseline,7874.015
PIA,baseline,7874.384
PIA,baseline,7875.995
PIA,baseline,7876.024
PIA,baseline,7877.496
PIA,baseline,7878.234
PIA,baseline,7878.423
PIA,baseline,7939.423
PIA,baseline,7939.575
PIA,baseline,7939.703
PIA,baseline,7939.944
PIA,baseline,7940.904
PIA,baseline,7941.904
PIA,baseline,7942.175
PIA,baseline,7942.264
PIA,baseline,7943.275
PIA,baseline,7944.863
PIA,baseline,7945.503
PIA,baseline,7945.695
PIA,baseline,7946.904
PIA,baseline,7946.936
PIA,baseline,7960.424
PIA,baseline,7961.064
PIA,baseline,7961.704
PIA,baseline,7964.195
PIA,baseline,7964.224
PIA,baseline,7964.355
PIA,baseline,7964.863
PIA,baseline,7976.955
PIA,baseline,8025.735
PIA,baseline,8025.836
PIA,baseline,8026.376
PIA,baseline,8026.976
PIA,baseline,8027.624
PIA,baseline,8027.635
PIA,baseline,8029.184
PIA,baseline,8029.544
PIA,baseline,8029.984
PIA,baseline,8030.035
PIA,baseline,8030.195
PIA,baseline,8031.104
PIA,baseline,8031.115
PIA,baseline,8031.344
PIA,baseline,8031.395
PIA,baseline,8031.715
PIA,baseline,8031.783
PIA,baseline,8032.144
PIA,baseline,8032.315
PIA,baseline,8032.575
PIA,baseline,8047.316
PIA,baseline,8050.635
PIA,baseline,8050.664
PIA,baseline,8050.815
PIA,baseline,8050.864
PIA,baseline,8051.495
PIA,baseline,8063.624
PIA,baseline,8112.185
PIA,baseline,8112.535
PIA,baseline,8112.544
PIA,baseline,8112.716
PIA,baseline,8113.944
PIA,baseline,8114.264
PIA,baseline,8114.656
PIA,baseline,8114.664
PIA,baseline,8115.034
PIA,baseline,8115.255
PIA,baseline,8115.304
PIA,baseline,8115.864
PIA,baseline,8115.915
PIA,baseline,8116.154
PIA,baseline,8116.304
PIA,baseline,8116.544
PIA,baseline,8116.575
PIA,baseline,8116.784
PIA,baseline,8116.875
PIA,baseline,8116.984
PIA,baseline,8117.135
PIA,baseline,8117.384
PIA,baseline,8117.935
PIA,baseline,8118.025
PIA,baseline,8118.175
PIA,baseline,8118.396
PIA,baseline,8118.625
PIA,baseline,8133.264
PIA,baseline,8133.356
PIA,baseline,8133.636
PIA,baseline,8134.024
PIA,baseline,8134.156
PIA,baseline,8134.196
PIA,baseline,8134.224
PIA,baseline,8134.416
PIA,baseline,8137.416
PIA,baseline,8150.476
PIA,baseline,8150.545
PIA,baseline,8150.695
PIA,baseline,8150.865
PIA,baseline,8199.744
PIA,baseline,8199.776
PIA,baseline,8201.824
PIA,baseline,8201.935
PIA,baseline,8202.235
PIA,baseline,8202.344
PIA,baseline,8202.475
PIA,baseline,8202.744
PIA,baseline,8202.755
PIA,baseline,8202.935
PIA,baseline,8203.185
PIA,baseline,8204.215
PIA,baseline,8204.225
PIA,baseline,8204.416
PIA,baseline,8204.425
PIA,baseline,8204.775
PIA,baseline,8204.825
